id,nfo_type,quantity,entry_price,exit_price,profit,placed_at,exited_at,strike,option_type,strategy_id,strategy_name,symbol
14775,option,100,153.95,238.85,8490.0,2021-12-01 09:45:02.852595+00:00,2021-12-02 06:50:00.807509+00:00,17050,ce,4,Nifty50 Pyramiding_10,NIFTY
14787,option,100,162.0,238.85,7684.999999999999,2021-12-01 09:55:00.675523+00:00,2021-12-02 06:50:00.807509+00:00,17050,ce,4,Nifty50 Pyramiding_10,NIFTY
10888,option,-250,47.95,51.2,812.5,2021-11-17 05:30:44.006243+00:00,2021-11-17 07:25:20.547453+00:00,3600,pe,13,Baj-Auto Pyramiding[10]_vol,BAJAJ-AUTO
7684,option,250,98.6,90.0,-2149.9999999999986,2021-11-03 06:35:12.547775+00:00,2021-11-03 06:55:18.734840+00:00,3750,ce,12,Baj-Auto Pyramiding[10]_atm,BAJAJ-AUTO
7690,option,-100,164.85,182.15,1730.0000000000011,2021-11-03 06:40:03.841322+00:00,2021-11-03 07:15:02.143671+00:00,17950,pe,2,Bank50 Pyramiding_1,NIFTY
7687,option,-25,488.65,499.1,261.25000000000114,2021-11-03 06:40:00.830893+00:00,2021-11-03 07:30:01.538711+00:00,39800,pe,3,BankNifty Pyramiding_10,BANKNIFTY
7673,option,-100,172.45,198.3,2585.0000000000023,2021-11-03 06:30:02.353099+00:00,2021-11-03 08:30:01.524846+00:00,18000,pe,4,Nifty50 Pyramiding_10,NIFTY
7679,option,-100,167.15,170.4,325.0,2021-11-03 06:35:02.006397+00:00,2021-11-03 08:30:01.524846+00:00,17950,pe,4,Nifty50 Pyramiding_10,NIFTY
7688,option,-100,164.65,170.4,575.0,2021-11-03 06:40:03.317973+00:00,2021-11-03 08:30:01.524846+00:00,17950,pe,4,Nifty50 Pyramiding_10,NIFTY
11668,option,-1200,10.8,19.5,10440.0,2021-11-22 04:25:02.985564+00:00,2021-11-23 03:58:47.004397+00:00,700,pe,16,AxisBank Pyramiding_10_atm,AXISBANK
2920,option,100,164.35,105.85,-5850.0,2021-10-21 03:45:04.784615+00:00,2021-10-21 04:15:01.265692+00:00,18200,ce,4,Nifty50 Pyramiding_10,NIFTY
