id,nfo_type,quantity,entry_price,exit_price,profit,placed_at,exited_at,strike,option_type,strategy_id,strategy_name,symbol
21143,option,-25,457.95,378.65,-2012.5000000000002,2021-12-30 06:50:02.450326+00:00,2021-12-30 07:30:03.722001+00:00,35400,pe,3,BankNifty Pyramiding_10,BANKNIFTY
21144,option,25,458.75,543.5,2088.75,2021-12-30 06:50:02.903852+00:00,2021-12-30 09:15:05.190669+00:00,34500,ce,26,BankNifty Pyramiding_11_26,BANKNIFTY
21146,option,100,187.1,149.3,-3809.999999999998,2021-12-30 06:55:02.797442+00:00,2021-12-30 09:35:01.153445+00:00,17050,ce,101,"Nifty50 Every Candle[12,14]",NIFTY
21147,option,-100,165.2,163.95,-155.0,2021-12-30 06:55:02.910709+00:00,2021-12-30 07:05:06.223731+00:00,17400,pe,4,Nifty50 Pyramiding_10,NIFTY
21148,option,-25,457.2,378.65,-1993.7500000000002,2021-12-30 06:55:07.007853+00:00,2021-12-30 07:30:03.722001+00:00,35400,pe,3,BankNifty Pyramiding_10,BANKNIFTY
21149,option,25,458.65,543.5,2091.2500000000005,2021-12-30 06:55:07.531794+00:00,2021-12-30 09:15:05.190669+00:00,34500,ce,26,BankNifty Pyramiding_11_26,BANKNIFTY
21151,option,-100,158.5,163.95,514.9999999999989,2021-12-30 07:00:02.952000+00:00,2021-12-30 07:05:06.223731+00:00,17400,pe,4,Nifty50 Pyramiding_10,NIFTY
21153,option,25,480.0,543.5,1557.5,2021-12-30 07:00:05.094031+00:00,2021-12-30 09:15:05.190669+00:00,34500,ce,26,BankNifty Pyramiding_11_26,BANKNIFTY
21154,option,-25,530.0,475.0,-1405.0,2021-12-30 07:00:06.041511+00:00,2021-12-30 07:30:03.722001+00:00,35500,pe,3,BankNifty Pyramiding_10,BANKNIFTY
21155,option,100,193.55,149.3,-4455.0,2021-12-30 07:00:07.001984+00:00,2021-12-30 09:35:01.153445+00:00,17050,ce,101,"Nifty50 Every Candle[12,14]",NIFTY
21156,option,-25,451.05,378.65,-1840.000000000001,2021-12-30 07:05:01.207724+00:00,2021-12-30 07:30:03.722001+00:00,35400,pe,3,BankNifty Pyramiding_10,BANKNIFTY
21157,option,25,461.4,543.5,2022.5000000000005,2021-12-30 07:05:01.374685+00:00,2021-12-30 09:15:05.190669+00:00,34500,ce,26,BankNifty Pyramiding_11_26,BANKNIFTY
21159,option,100,188.35,149.3,-3934.999999999998,2021-12-30 07:05:06.067217+00:00,2021-12-30 09:35:01.153445+00:00,17050,ce,101,"Nifty50 Every Candle[12,14]",NIFTY
21160,option,100,188.35,149.3,-3934.999999999998,2021-12-30 07:05:06.223731+00:00,2021-12-30 09:35:01.281975+00:00,17050,ce,4,Nifty50 Pyramiding_10,NIFTY
