Trade #,Type,Signal,Date/Time,Price,Contracts,Profit NONE,Profit %,Cum. Profit NONE,Cum. Profit %,Run-up NONE,Run-up %,Drawdown NONE,Drawdown %
252,Exit Short,long,2022-01-07 13:30,37780.25,1,6205.48,0.65,351099.72,0.06,13112.50,1.38,1300.00,0.14
253,Entry Short,short,2022-01-07 11:35,38038.00,1,6422.98,0.68,357542.70,0.06,13330.00,1.4,816.25,0.09
253,Exit Short,long,2022-01-07 13:30,37780.25,1,6422.98,0.68,357542.70,0.06,13330.00,1.4,816.25,0.09
254,Entry Short,short,2022-01-07 11:40,38036.10,1,6375.48,0.67,363938.20,0.06,13282.50,1.4,87.50,0.01
254,Exit Short,long,2022-01-07 13:30,37780.25,1,6375.48,0.67,363938.20,0.06,13282.50,1.4,87.50,0.01
255,Entry Short,short,2022-01-07 11:45,38004.45,1,5584.23,0.59,369542.40,0.05,12491.25,1.31,435.00,0.05
255,Exit Short,long,2022-01-07 13:30,37780.25,1,5584.23,0.59,369542.40,0.05,12491.25,1.31,435.00,0.05
256,Entry Short,short,2022-01-07 11:50,37852.00,1,1772.98,0.19,371335.38,0.02,8680.00,0.92,535.00,0.06
256,Exit Short,long,2022-01-07 13:30,37780.25,1,1772.98,0.19,371335.38,0.02,8680.00,0.92,535.00,0.06
257,Entry Short,short,2022-01-07 11:55,37781.20,1,2.98,0,371358.38,0,6910.00,0.73,2305.00,0.24
257,Exit Short,long,2022-01-07 13:30,37780.25,1,2.98,0,371358.38,0,6910.00,0.73,2305.00,0.24
258,Entry Short,short,2022-01-07 12:00,37826.45,1,1134.23,0.12,372512.60,0.01,8041.25,0.85,1173.75,0.12
258,Exit Short,long,2022-01-07 13:30,37780.25,1,1134.23,0.12,372512.60,0.01,8041.25,0.85,1173.75,0.12
259,Entry Short,short,2022-01-07 12:05,37836.40,1,1382.98,0.15,373915.56,0.01,8290.00,0.88,925.00,0.1
259,Exit Short,long,2022-01-07 13:30,37780.25,1,1382.98,0.15,373915.56,0.01,8290.00,0.88,925.00,0.1
260,Entry Short,short,2022-01-07 12:10,37801.35,1,506.73,0.05,374442.30,0,7413.75,0.78,522.50,0.06
260,Exit Short,long,2022-01-07 13:30,37780.25,1,506.73,0.05,374442.30,0,7413.75,0.78,522.50,0.06
261,Entry Short,short,2022-01-07 12:15,37760.00,1,-527.02,-0.06,373935.28,-0.01,6380.00,0.68,1326.25,0.14
261,Exit Short,long,2022-01-07 13:30,37780.25,1,-527.02,-0.06,373935.28,-0.01,6380.00,0.68,1326.25,0.14
262,Entry Short,short,2022-01-07 12:20,37731.55,1,-1238.27,-0.13,372717.03,-0.01,5668.75,0.6,2037.50,0.22
262,Exit Short,long,2022-01-07 13:30,37780.25,1,-1238.27,-0.13,372717.03,-0.01,5668.75,0.6,2037.50,0.22
263,Entry Short,short,2022-01-07 12:25,37753.75,1,-683.27,-0.07,372053.75,-0.01,6223.75,0.66,1252.50,0.13
263,Exit Short,long,2022-01-07 13:30,37780.25,1,-683.27,-0.07,372053.75,-0.01,6223.75,0.66,1252.50,0.13
264,Entry Short,short,2022-01-07 12:30,37773.75,1,-183.27,-0.02,371890.47,0,6723.75,0.71,222.50,0.02
264,Exit Short,long,2022-01-07 13:30,37780.25,1,-183.27,-0.02,371890.47,0,6723.75,0.71,222.50,0.02
265,Entry Short,short,2022-01-07 12:35,37748.35,1,-818.27,-0.09,371092.22,-0.01,6088.75,0.65,857.50,0.09
265,Exit Short,long,2022-01-07 13:30,37780.25,1,-818.27,-0.09,371092.22,-0.01,6088.75,0.65,857.50,0.09
266,Entry Short,short,2022-01-07 12:40,37636.00,1,-3627.02,-0.39,367485.20,-0.03,3280.00,0.35,3666.25,0.39
266,Exit Short,long,2022-01-07 13:30,37780.25,1,-3627.02,-0.39,367485.20,-0.03,3280.00,0.35,3666.25,0.39
267,Entry Short,short,2022-01-07 12:45,37580.35,1,-5018.27,-0.53,362486.94,-0.05,1888.75,0.2,5057.50,0.54
267,Exit Short,long,2022-01-07 13:30,37780.25,1,-5018.27,-0.53,362486.94,-0.05,1888.75,0.2,5057.50,0.54
268,Entry Short,short,2022-01-07 12:50,37621.50,1,-3989.52,-0.42,358517.40,-0.04,1121.25,0.12,4028.75,0.43
268,Exit Short,long,2022-01-07 13:30,37780.25,1,-3989.52,-0.42,358517.40,-0.04,1121.25,0.12,4028.75,0.43
269,Entry Short,short,2022-01-07 12:55,37606.30,1,-4369.52,-0.46,354167.88,-0.04,0,0,4408.75,0.47
269,Exit Short,long,2022-01-07 13:30,37780.25,1,-4369.52,-0.46,354167.88,-0.04,0,0,4408.75,0.47
270,Entry Short,short,2022-01-07 13:00,37710.00,1,-1777.02,-0.19,352410.88,-0.02,2278.75,0.24,1816.25,0.19
270,Exit Short,long,2022-01-07 13:30,37780.25,1,-1777.02,-0.19,352410.88,-0.02,2278.75,0.24,1816.25,0.19
271,Entry Short,short,2022-01-07 13:05,37657.45,1,-3090.77,-0.33,349340.10,-0.03,965.00,0.1,3130.00,0.33
271,Exit Short,long,2022-01-07 13:30,37780.25,1,-3090.77,-0.33,349340.10,-0.03,965.00,0.1,3130.00,0.33
272,Entry Short,short,2022-01-07 13:10,37681.00,1,-2502.02,-0.27,346858.06,-0.02,1553.75,0.16,2541.25,0.27
272,Exit Short,long,2022-01-07 13:30,37780.25,1,-2502.02,-0.27,346858.06,-0.02,1553.75,0.16,2541.25,0.27
273,Entry Short,short,2022-01-07 13:15,37688.25,1,-2320.77,-0.25,344557.30,-0.02,1735.00,0.18,2360.00,0.25
273,Exit Short,long,2022-01-07 13:30,37780.25,1,-2320.77,-0.25,344557.30,-0.02,1735.00,0.18,2360.00,0.25
274,Entry Short,short,2022-01-07 13:20,37720.80,1,-1507.02,-0.16,343070.28,-0.01,178.75,0.02,1546.25,0.16
274,Exit Short,long,2022-01-07 13:30,37780.25,1,-1507.02,-0.16,343070.28,-0.01,178.75,0.02,1546.25,0.16
275,Entry Short,short,2022-01-07 13:25,37760.00,1,-527.02,-0.06,342563.28,-0.01,1051.25,0.11,566.25,0.06
275,Exit Short,long,2022-01-07 13:30,37780.25,1,-527.02,-0.06,342563.28,-0.01,1051.25,0.11,566.25,0.06
276,Entry Long,long,2022-01-07 13:30,37780.25,1,10228.54,1.08,352251.80,0.1,13770.48,1.46,3382.02,0.36
276,Exit Long,short,2022-01-10 09:35,38189.45,1,10228.54,1.08,352251.80,0.1,13770.48,1.46,3382.02,0.36
277,Entry Long,long,2022-01-07 13:35,37751.40,1,10930.56,1.16,363202.38,0.11,14472.50,1.53,2680.00,0.28
277,Exit Long,short,2022-01-10 09:35,38189.45,1,10930.56,1.16,363202.38,0.11,14472.50,1.53,2680.00,0.28
278,Entry Long,long,2022-01-07 13:40,37760.20,1,10710.56,1.13,373932.94,0.1,14252.50,1.51,2900.00,0.31
278,Exit Long,short,2022-01-10 09:35,38189.45,1,10710.56,1.13,373932.94,0.1,14252.50,1.51,2900.00,0.31
279,Entry Long,long,2022-01-07 13:45,37817.35,1,9281.81,0.98,383234.75,0.09,12823.75,1.36,4328.75,0.46
279,Exit Long,short,2022-01-10 09:35,38189.45,1,9281.81,0.98,383234.75,0.09,12823.75,1.36,4328.75,0.46
280,Entry Long,long,2022-01-07 13:50,37825.00,1,9090.56,0.96,392345.30,0.09,12632.50,1.34,4520.00,0.48
280,Exit Long,short,2022-01-10 09:35,38189.45,1,9090.56,0.96,392345.30,0.09,12632.50,1.34,4520.00,0.48
281,Entry Long,long,2022-01-07 13:55,37785.00,1,10090.56,1.07,402455.88,0.1,13632.50,1.44,3520.00,0.37
281,Exit Long,short,2022-01-10 09:35,38189.45,1,10090.56,1.07,402455.88,0.1,13632.50,1.44,3520.00,0.37
282,Entry Long,long,2022-01-07 14:00,37839.00,1,8740.56,0.92,411216.44,0.08,12282.50,1.3,4870.00,0.51
282,Exit Long,short,2022-01-10 09:35,38189.45,1,8740.56,0.92,411216.44,0.08,12282.50,1.3,4870.00,0.51
283,Entry Long,long,2022-01-07 14:05,37792.20,1,9910.56,1.05,421146.97,0.1,13452.50,1.42,3700.00,0.39
283,Exit Long,short,2022-01-10 09:35,38189.45,1,9910.56,1.05,421146.97,0.1,13452.50,1.42,3700.00,0.39
284,Entry Long,long,2022-01-07 14:10,37741.05,1,11189.31,1.19,432356.28,0.11,14731.25,1.56,2421.25,0.26
284,Exit Long,short,2022-01-10 09:35,38189.45,1,11189.31,1.19,432356.28,0.11,14731.25,1.56,2421.25,0.26
285,Entry Long,long,2022-01-07 14:15,37680.00,1,12715.56,1.35,445091.84,0.12,16257.50,1.73,895.00,0.1
285,Exit Long,short,2022-01-10 09:35,38189.45,1,12715.56,1.35,445091.84,0.12,16257.50,1.73,895.00,0.1
286,Entry Long,long,2022-01-07 14:20,37725.40,1,11580.56,1.23,456692.40,0.11,15122.50,1.6,1526.25,0.16
286,Exit Long,short,2022-01-10 09:35,38189.45,1,11580.56,1.23,456692.40,0.11,15122.50,1.6,1526.25,0.16
287,Entry Long,long,2022-01-07 14:25,37741.00,1,11190.56,1.19,467902.97,0.11,14732.50,1.56,1916.25,0.2
287,Exit Long,short,2022-01-10 09:35,38189.45,1,11190.56,1.19,467902.97,0.11,14732.50,1.56,1916.25,0.2
288,Entry Long,long,2022-01-07 14:30,37754.90,1,10843.06,1.15,478766.03,0.1,14385.00,1.52,2263.75,0.24
288,Exit Long,short,2022-01-10 09:35,38189.45,1,10843.06,1.15,478766.03,0.1,14385.00,1.52,2263.75,0.24
289,Entry Long,long,2022-01-07 14:35,37751.70,1,10923.06,1.16,489709.10,0.1,14465.00,1.53,2183.75,0.23
289,Exit Long,short,2022-01-10 09:35,38189.45,1,10923.06,1.16,489709.10,0.1,14465.00,1.53,2183.75,0.23
290,Entry Long,long,2022-01-07 14:40,37796.45,1,9804.31,1.04,499533.40,0.09,13346.25,1.41,3302.50,0.35
290,Exit Long,short,2022-01-10 09:35,38189.45,1,9804.31,1.04,499533.40,0.09,13346.25,1.41,3302.50,0.35
291,Entry Long,long,2022-01-07 14:45,37730.00,1,11465.56,1.22,511018.97,0.11,15007.50,1.59,1641.25,0.17
291,Exit Long,short,2022-01-10 09:35,38189.45,1,11465.56,1.22,511018.97,0.11,15007.50,1.59,1641.25,0.17
292,Entry Long,long,2022-01-07 14:50,37735.40,1,11330.56,1.2,522369.53,0.11,14872.50,1.58,1776.25,0.19
292,Exit Long,short,2022-01-10 09:35,38189.45,1,11330.56,1.2,522369.53,0.11,14872.50,1.58,1776.25,0.19
293,Entry Long,long,2022-01-07 14:55,37705.00,1,12090.56,1.28,534480.06,0.11,15632.50,1.66,1016.25,0.11
293,Exit Long,short,2022-01-10 09:35,38189.45,1,12090.56,1.28,534480.06,0.11,15632.50,1.66,1016.25,0.11
294,Entry Long,long,2022-01-07 15:00,37704.70,1,12098.06,1.28,546598.10,0.11,15640.00,1.66,20.00,0
294,Exit Long,short,2022-01-10 09:35,38189.45,1,12098.06,1.28,546598.10,0.11,15640.00,1.66,20.00,0
295,Entry Long,long,2022-01-07 15:05,37808.25,1,9509.31,1.01,556127.44,0.09,13051.25,1.38,1192.50,0.13
295,Exit Long,short,2022-01-10 09:35,38189.45,1,9509.31,1.01,556127.44,0.09,13051.25,1.38,1192.50,0.13
296,Entry Long,long,2022-01-07 15:10,37805.25,1,9584.31,1.01,565731.75,0.09,13126.25,1.39,1117.50,0.12
296,Exit Long,short,2022-01-10 09:35,38189.45,1,9584.31,1.01,565731.75,0.09,13126.25,1.39,1117.50,0.12
297,Entry Long,long,2022-01-07 15:15,37809.85,1,9469.31,1,575221.06,0.09,13011.25,1.38,1232.50,0.13
297,Exit Long,short,2022-01-10 09:35,38189.45,1,9469.31,1,575221.06,0.09,13011.25,1.38,1232.50,0.13
298,Entry Long,long,2022-01-07 15:20,37790.00,1,9965.56,1.05,585206.60,0.09,13507.50,1.43,20.00,0
298,Exit Long,short,2022-01-10 09:35,38189.45,1,9965.56,1.05,585206.60,0.09,13507.50,1.43,20.00,0
299,Entry Long,long,2022-01-07 15:25,37910.95,1,6941.81,0.73,592168.44,0.07,10483.75,1.11,1718.75,0.18
299,Exit Long,short,2022-01-10 09:35,38189.45,1,6941.81,0.73,592168.44,0.07,10483.75,1.11,1718.75,0.18
300,Entry Long,long,2022-01-10 09:15,38025.00,1,4090.56,0.43,596279.00,0.04,7632.50,0.8,641.25,0.07
300,Exit Long,short,2022-01-10 09:35,38189.45,1,4090.56,0.43,596279.00,0.04,7632.50,0.8,641.25,0.07
301,Entry Long,long,2022-01-10 09:20,38296.60,1,-2699.44,-0.28,593599.56,-0.03,842.50,0.09,6410.00,0.67
301,Exit Long,short,2022-01-10 09:35,38189.45,1,-2699.44,-0.28,593599.56,-0.03,842.50,0.09,6410.00,0.67
302,Entry Long,long,2022-01-10 09:25,38195.10,1,-161.94,-0.02,593457.60,0,1077.50,0.11,3872.50,0.41
302,Exit Long,short,2022-01-10 09:35,38189.45,1,-161.94,-0.02,593457.60,0,1077.50,0.11,3872.50,0.41
303,Entry Long,long,2022-01-10 09:30,38094.80,1,2345.56,0.25,595823.20,0.02,2460.00,0.26,170.00,0.02
303,Exit Long,short,2022-01-10 09:35,38189.45,1,2345.56,0.25,595823.20,0.02,2460.00,0.26,170.00,0.02
304,Entry Short,short,2022-01-10 09:35,38189.45,1,-1047.36,-0.11,594755.80,-0.01,339.31,0.04,2651.94,0.28
304,Exit Short,long,2022-01-10 09:45,38231.05,1,-1047.36,-0.11,594755.80,-0.01,339.31,0.04,2651.94,0.28
305,Entry Short,short,2022-01-10 09:40,38260.85,1,718.33,0.08,595494.20,0.01,1295.00,0.14,571.25,0.06
305,Exit Short,long,2022-01-10 09:45,38231.05,1,718.33,0.08,595494.20,0.01,1295.00,0.14,571.25,0.06
306,Entry Long,long,2022-01-10 09:45,38231.05,1,-1271.29,-0.13,593802.90,-0.01,4217.08,0.44,1671.67,0.17
306,Exit Long,short,2022-01-10 11:35,38180.50,1,-1271.29,-0.13,593802.90,-0.01,4217.08,0.44,1671.67,0.17
307,Entry Long,long,2022-01-10 09:50,38257.65,1,-1949.62,-0.2,591873.25,-0.02,3538.75,0.37,2350.00,0.25
307,Exit Long,short,2022-01-10 11:35,38180.50,1,-1949.62,-0.2,591873.25,-0.02,3538.75,0.37,2350.00,0.25
308,Entry Long,long,2022-01-10 09:55,38243.25,1,-1589.62,-0.17,590303.60,-0.02,3898.75,0.41,1990.00,0.21
308,Exit Long,short,2022-01-10 11:35,38180.50,1,-1589.62,-0.17,590303.60,-0.02,3898.75,0.41,1990.00,0.21
309,Entry Long,long,2022-01-10 10:00,38318.00,1,-3458.37,-0.36,586865.25,-0.03,2030.00,0.21,3858.75,0.4
309,Exit Long,short,2022-01-10 11:35,38180.50,1,-3458.37,-0.36,586865.25,-0.03,2030.00,0.21,3858.75,0.4
310,Entry Long,long,2022-01-10 10:05,38335.65,1,-3899.62,-0.41,582985.60,-0.04,1588.75,0.17,4300.00,0.45
310,Exit Long,short,2022-01-10 11:35,38180.50,1,-3899.62,-0.41,582985.60,-0.04,1588.75,0.17,4300.00,0.45
311,Entry Long,long,2022-01-10 10:10,38345.00,1,-4133.37,-0.43,578872.30,-0.04,1355.00,0.14,4533.75,0.47
311,Exit Long,short,2022-01-10 11:35,38180.50,1,-4133.37,-0.43,578872.30,-0.04,1355.00,0.14,4533.75,0.47
312,Entry Long,long,2022-01-10 10:15,38380.00,1,-5008.37,-0.52,573883.94,-0.05,480.00,0.05,5408.75,0.56
312,Exit Long,short,2022-01-10 11:35,38180.50,1,-5008.37,-0.52,573883.94,-0.05,480.00,0.05,5408.75,0.56
313,Entry Long,long,2022-01-10 10:20,38309.25,1,-3239.62,-0.34,570664.30,-0.03,498.75,0.05,3640.00,0.38
313,Exit Long,short,2022-01-10 11:35,38180.50,1,-3239.62,-0.34,570664.30,-0.03,498.75,0.05,3640.00,0.38
314,Entry Long,long,2022-01-10 10:25,38262.20,1,-2063.37,-0.22,568620.94,-0.02,1675.00,0.18,2463.75,0.26
314,Exit Long,short,2022-01-10 11:35,38180.50,1,-2063.37,-0.22,568620.94,-0.02,1675.00,0.18,2463.75,0.26
315,Entry Long,long,2022-01-10 10:30,38295.15,1,-2887.12,-0.3,565753.80,-0.03,851.25,0.09,3287.50,0.34
315,Exit Long,short,2022-01-10 11:35,38180.50,1,-2887.12,-0.3,565753.80,-0.03,851.25,0.09,3287.50,0.34
316,Entry Long,long,2022-01-10 10:35,38253.75,1,-1852.12,-0.19,563921.70,-0.02,1886.25,0.2,2252.50,0.24
316,Exit Long,short,2022-01-10 11:35,38180.50,1,-1852.12,-0.19,563921.70,-0.02,1886.25,0.2,2252.50,0.24
317,Entry Long,long,2022-01-10 10:40,38280.80,1,-2528.37,-0.26,561413.30,-0.02,1210.00,0.13,2928.75,0.31
317,Exit Long,short,2022-01-10 11:35,38180.50,1,-2528.37,-0.26,561413.30,-0.02,1210.00,0.13,2928.75,0.31
318,Entry Long,long,2022-01-10 10:45,38247.55,1,-1697.12,-0.18,559736.20,-0.02,2041.25,0.21,2097.50,0.22
318,Exit Long,short,2022-01-10 11:35,38180.50,1,-1697.12,-0.18,559736.20,-0.02,2041.25,0.21,2097.50,0.22
319,Entry Long,long,2022-01-10 10:50,38258.05,1,-1959.62,-0.2,557796.56,-0.02,1778.75,0.19,2360.00,0.25
319,Exit Long,short,2022-01-10 11:35,38180.50,1,-1959.62,-0.2,557796.56,-0.02,1778.75,0.19,2360.00,0.25
320,Entry Long,long,2022-01-10 10:55,38244.35,1,-1617.12,-0.17,556199.44,-0.02,1731.25,0.18,2017.50,0.21
320,Exit Long,short,2022-01-10 11:35,38180.50,1,-1617.12,-0.17,556199.44,-0.02,1731.25,0.18,2017.50,0.21
321,Entry Long,long,2022-01-10 11:00,38271.90,1,-2305.87,-0.24,553913.56,-0.02,1042.50,0.11,2706.25,0.28
321,Exit Long,short,2022-01-10 11:35,38180.50,1,-2305.87,-0.24,553913.56,-0.02,1042.50,0.11,2706.25,0.28
322,Entry Long,long,2022-01-10 11:05,38275.00,1,-2383.37,-0.25,551550.20,-0.02,613.75,0.06,2783.75,0.29
322,Exit Long,short,2022-01-10 11:35,38180.50,1,-2383.37,-0.25,551550.20,-0.02,613.75,0.06,2783.75,0.29
323,Entry Long,long,2022-01-10 11:10,38267.00,1,-2183.37,-0.23,549386.90,-0.02,251.25,0.03,2583.75,0.27
323,Exit Long,short,2022-01-10 11:35,38180.50,1,-2183.37,-0.23,549386.90,-0.02,251.25,0.03,2583.75,0.27
324,Entry Long,long,2022-01-10 11:15,38248.85,1,-1729.62,-0.18,547677.25,-0.02,416.25,0.04,2130.00,0.22
324,Exit Long,short,2022-01-10 11:35,38180.50,1,-1729.62,-0.18,547677.25,-0.02,416.25,0.04,2130.00,0.22
325,Entry Long,long,2022-01-10 11:20,38249.55,1,-1747.12,-0.18,545950.10,-0.02,165.00,0.02,2147.50,0.22
325,Exit Long,short,2022-01-10 11:35,38180.50,1,-1747.12,-0.18,545950.10,-0.02,165.00,0.02,2147.50,0.22
326,Entry Long,long,2022-01-10 11:25,38210.00,1,-758.37,-0.08,545211.75,-0.01,125.00,0.01,1158.75,0.12
326,Exit Long,short,2022-01-10 11:35,38180.50,1,-758.37,-0.08,545211.75,-0.01,125.00,0.01,1158.75,0.12
327,Entry Long,long,2022-01-10 11:30,38171.00,1,216.63,0.02,545448.40,0,1005.00,0.11,183.75,0.02
327,Exit Long,short,2022-01-10 11:35,38180.50,1,216.63,0.02,545448.40,0,1005.00,0.11,183.75,0.02
328,Entry Short,short,2022-01-10 11:35,38180.50,1,-2671.29,-0.28,542577.06,-0.03,2935.38,0.31,2863.37,0.3
328,Exit Short,long,2022-01-10 12:30,38287.25,1,-2671.29,-0.28,542577.06,-0.03,2935.38,0.31,2863.37,0.3
329,Entry Short,short,2022-01-10 11:40,38201.95,1,-2154.17,-0.23,540442.94,-0.02,3452.50,0.36,2346.25,0.25
329,Exit Short,long,2022-01-10 12:30,38287.25,1,-2154.17,-0.23,540442.94,-0.02,3452.50,0.36,2346.25,0.25
330,Entry Short,short,2022-01-10 11:45,38203.85,1,-2106.67,-0.22,538356.25,-0.02,3500.00,0.37,2298.75,0.24
330,Exit Short,long,2022-01-10 12:30,38287.25,1,-2106.67,-0.22,538356.25,-0.02,3500.00,0.37,2298.75,0.24
331,Entry Short,short,2022-01-10 11:50,38145.00,1,-3577.92,-0.38,534798.30,-0.03,2028.75,0.21,3770.00,0.4
331,Exit Short,long,2022-01-10 12:30,38287.25,1,-3577.92,-0.38,534798.30,-0.03,2028.75,0.21,3770.00,0.4
332,Entry Short,short,2022-01-10 11:55,38114.00,1,-4352.92,-0.46,530465.44,-0.04,1253.75,0.13,4545.00,0.48
332,Exit Short,long,2022-01-10 12:30,38287.25,1,-4352.92,-0.46,530465.44,-0.04,1253.75,0.13,4545.00,0.48
333,Entry Short,short,2022-01-10 12:00,38119.25,1,-4221.67,-0.44,526263.75,-0.04,358.75,0.04,4413.75,0.46
333,Exit Short,long,2022-01-10 12:30,38287.25,1,-4221.67,-0.44,526263.75,-0.04,358.75,0.04,4413.75,0.46
334,Entry Short,short,2022-01-10 12:05,38197.50,1,-2265.42,-0.24,524018.34,-0.02,402.50,0.04,2457.50,0.26
334,Exit Short,long,2022-01-10 12:30,38287.25,1,-2265.42,-0.24,524018.34,-0.02,402.50,0.04,2457.50,0.26
335,Entry Short,short,2022-01-10 12:10,38199.00,1,-2227.92,-0.23,521810.40,-0.02,440.00,0.05,2420.00,0.25
335,Exit Short,long,2022-01-10 12:30,38287.25,1,-2227.92,-0.23,521810.40,-0.02,440.00,0.05,2420.00,0.25
336,Entry Short,short,2022-01-10 12:15,38203.00,1,-2127.92,-0.22,519702.50,-0.02,68.75,0.01,2320.00,0.24
336,Exit Short,long,2022-01-10 12:30,38287.25,1,-2127.92,-0.22,519702.50,-0.02,68.75,0.01,2320.00,0.24
337,Entry Short,short,2022-01-10 12:20,38256.15,1,-799.17,-0.08,518923.34,-0.01,178.75,0.02,991.25,0.1
337,Exit Short,long,2022-01-10 12:30,38287.25,1,-799.17,-0.08,518923.34,-0.01,178.75,0.02,991.25,0.1
338,Entry Short,short,2022-01-10 12:25,38271.50,1,-415.42,-0.04,518527.90,0,562.50,0.06,607.50,0.06
338,Exit Short,long,2022-01-10 12:30,38287.25,1,-415.42,-0.04,518527.90,0,562.50,0.06,607.50,0.06
339,Entry Long,long,2022-01-10 12:30,38287.25,1,517.86,0.05,518245.78,0,7792.08,0.81,2634.17,0.28
339,Exit Long,short,2022-01-11 09:40,38308.05,1,517.86,0.05,518245.78,0,7792.08,0.81,2634.17,0.28
340,Entry Long,long,2022-01-10 12:35,38263.75,1,1087.02,0.11,519352.80,0.01,8361.25,0.87,2065.00,0.22
340,Exit Long,short,2022-01-11 09:40,38308.05,1,1087.02,0.11,519352.80,0.01,8361.25,0.87,2065.00,0.22
341,Entry Long,long,2022-01-10 12:40,38267.40,1,995.77,0.1,520368.56,0.01,8270.00,0.86,2156.25,0.23
341,Exit Long,short,2022-01-11 09:40,38308.05,1,995.77,0.1,520368.56,0.01,8270.00,0.86,2156.25,0.23
342,Entry Long,long,2022-01-10 12:45,38280.00,1,680.77,0.07,521069.34,0.01,7955.00,0.83,2471.25,0.26
342,Exit Long,short,2022-01-11 09:40,38308.05,1,680.77,0.07,521069.34,0.01,7955.00,0.83,2471.25,0.26
343,Entry Long,long,2022-01-10 12:50,38251.40,1,1395.77,0.15,522485.12,0.01,8670.00,0.91,1756.25,0.18
343,Exit Long,short,2022-01-11 09:40,38308.05,1,1395.77,0.15,522485.12,0.01,8670.00,0.91,1756.25,0.18
344,Entry Long,long,2022-01-10 12:55,38266.75,1,1012.02,0.11,523517.16,0.01,8286.25,0.87,2140.00,0.22
344,Exit Long,short,2022-01-11 09:40,38308.05,1,1012.02,0.11,523517.16,0.01,8286.25,0.87,2140.00,0.22
345,Entry Long,long,2022-01-10 13:00,38224.75,1,2062.02,0.22,525599.20,0.02,9336.25,0.98,1090.00,0.11
345,Exit Long,short,2022-01-11 09:40,38308.05,1,2062.02,0.22,525599.20,0.02,9336.25,0.98,1090.00,0.11
346,Entry Long,long,2022-01-10 13:05,38217.95,1,2232.02,0.23,527851.20,0.02,9506.25,0.99,292.50,0.03
346,Exit Long,short,2022-01-11 09:40,38308.05,1,2232.02,0.23,527851.20,0.02,9506.25,0.99,292.50,0.03
347,Entry Long,long,2022-01-10 13:10,38216.45,1,2269.52,0.24,530140.70,0.02,9543.75,1,255.00,0.03
347,Exit Long,short,2022-01-11 09:40,38308.05,1,2269.52,0.24,530140.70,0.02,9543.75,1,255.00,0.03
348,Entry Long,long,2022-01-10 13:15,38258.45,1,1219.52,0.13,531380.25,0.01,8493.75,0.89,1305.00,0.14
348,Exit Long,short,2022-01-11 09:40,38308.05,1,1219.52,0.13,531380.25,0.01,8493.75,0.89,1305.00,0.14
349,Entry Long,long,2022-01-10 13:20,38250.00,1,1430.77,0.15,532831.00,0.01,8705.00,0.91,1093.75,0.11
349,Exit Long,short,2022-01-11 09:40,38308.05,1,1430.77,0.15,532831.00,0.01,8705.00,0.91,1093.75,0.11
350,Entry Long,long,2022-01-10 13:25,38260.00,1,1180.77,0.12,534031.80,0.01,8455.00,0.88,1343.75,0.14
350,Exit Long,short,2022-01-11 09:40,38308.05,1,1180.77,0.12,534031.80,0.01,8455.00,0.88,1343.75,0.14
351,Entry Long,long,2022-01-10 13:30,38240.00,1,1680.77,0.18,535732.56,0.02,8955.00,0.94,843.75,0.09
351,Exit Long,short,2022-01-11 09:40,38308.05,1,1680.77,0.18,535732.56,0.02,8955.00,0.94,843.75,0.09
352,Entry Long,long,2022-01-10 13:35,38279.25,1,699.52,0.07,536452.06,0.01,7973.75,0.83,375.00,0.04
352,Exit Long,short,2022-01-11 09:40,38308.05,1,699.52,0.07,536452.06,0.01,7973.75,0.83,375.00,0.04
353,Entry Long,long,2022-01-10 13:40,38315.85,1,-215.48,-0.02,536256.60,0,7058.75,0.74,555.00,0.06
353,Exit Long,short,2022-01-11 09:40,38308.05,1,-215.48,-0.02,536256.60,0,7058.75,0.74,555.00,0.06
354,Entry Long,long,2022-01-10 13:45,38342.30,1,-876.73,-0.09,535399.90,-0.01,6397.50,0.67,1216.25,0.13
354,Exit Long,short,2022-01-11 09:40,38308.05,1,-876.73,-0.09,535399.90,-0.01,6397.50,0.67,1216.25,0.13
355,Entry Long,long,2022-01-10 13:50,38327.05,1,-495.48,-0.05,534924.40,0,6778.75,0.71,835.00,0.09
355,Exit Long,short,2022-01-11 09:40,38308.05,1,-495.48,-0.05,534924.40,0,6778.75,0.71,835.00,0.09
356,Entry Long,long,2022-01-10 13:55,38308.95,1,-42.98,0,534901.44,0,7231.25,0.76,368.75,0.04
356,Exit Long,short,2022-01-11 09:40,38308.05,1,-42.98,0,534901.44,0,7231.25,0.76,368.75,0.04
357,Entry Long,long,2022-01-10 14:00,38340.00,1,-819.23,-0.09,534102.20,-0.01,6455.00,0.67,1017.50,0.11
357,Exit Long,short,2022-01-11 09:40,38308.05,1,-819.23,-0.09,534102.20,-0.01,6455.00,0.67,1017.50,0.11
358,Entry Long,long,2022-01-10 14:05,38346.05,1,-970.48,-0.1,533151.75,-0.01,6303.75,0.66,1168.75,0.12
358,Exit Long,short,2022-01-11 09:40,38308.05,1,-970.48,-0.1,533151.75,-0.01,6303.75,0.66,1168.75,0.12
359,Entry Long,long,2022-01-10 14:10,38305.30,1,48.27,0.01,533220.00,0,7322.50,0.76,68.75,0.01
359,Exit Long,short,2022-01-11 09:40,38308.05,1,48.27,0.01,533220.00,0,7322.50,0.76,68.75,0.01
